titleid,title
3092,Ep 33 Terrace and Re-do Rooms
3093,Ep 11 Secret Cargo
3094,Highlights: Australia vs New Zealand
3095,Ep 25 Teenie Genie/Catch A Critter
3096,Ep 1 Balloon Buddies/Twinkle Twinkle
3097,Ep 9 Pearls Before Swine
3098,Ep 28 Alias Mr. Hackenbacker
3099,Ep 11 Christmas in Bethlehem
3100,Ep 38 Living And Dining On A Budget
3101,"Ep 25 Hallway, Laundry and Powder Rooms"
3102,Ep 18 Buyers Jury
3103,Pink ball analysis
3104,Ep 5 Grand Restorations
3105,Ep 22 Winter Forecast/Marble Madness
3106,Ep 14 Live Catch
3107,Ep 67 The Block Unlocked
3108,Ep 22 Tuckered Boys/Water Park
3109,"Ep 78 Ben Affleck, Ruby Rose"
3110,Ep 7 Couple Starts Business in Kona
3111,Scotty’s Workshop Challenge
3112,Ep 13 The Rookie
3113,Ep 23 Budget Blues
3114,Remembering Carrie Fisher
3115,Money Minute: ‘Make Australia great again’
3116,Ep 2 J.K. Rowling
3117,Santa's Magical Kingdom Rides
3118,Ep 10 Safeguard
3119,"Ep 34 Gone girl, Living the dream, Mr nice guy"
3120,"Ep 68 The Block Auction Grand Finale, Part 1"
3121,Ep 2 Monkey Business
3122,Ep 5 Dead Zone
3123,Ep 51 Terraces Take Shape
3124,Ep 34 Budget Blues
3125,Matt makes a gut-wrenching decision
3126,Host Sam meets farmer Matt
3127,In the nets with Chris Rogers
3128,Ian Healy heads to the small town of Murgon
3129,Michael Clarke on his new book
3130,'Don't poke the bear'
3131,"Ep 33 Baby Business, Life From Death, House Proud, Beware"
3132,The Italian girls
3133,Ep 40 The Block Audit
3134,Kevin's leg compression pants won't stop
3135,Kevin starts noticing Donna has moved a lot of things around to her own advantage
3136,Ep 52 Keith faces an uprising
3137,Room Delivery Night
3138,Ep 29 Kitchens Completed
3139,Ep 13 Soft Target
3140,"Ep 27 Powder Room, Laundry And Cellar Reveal"
3141,Ep 8 Red Sky Morning
3142,Episode 20
3143,Ep 13 One Perfect Day (*Series Final*)
3144,Ep 37 The Final Challenge Begins
3145,Rio bravo
3146,Ricky: Part two
3147,Ep 3 The Gym
3148,Ep 8 Universal Donor
3149,Ep 39 Australian Made Challenge
3150,Ep 12 Finally Home on Oahu
3151,Ep 5 Paradise Lost
3152,Selfie tips with Layla
3153,Ep 11 A Brilliant Career
3154,Ep 7 Half Life
3155,Ep 3 Ocean City Dreaming
3156,Sam's Mailbag: 22nd September 2016
3157,"Ep 6 Living the dream, Not welcome home, Trump"
3158,Parent power: Part one
3159,The coward's punch
3160,Ricky: Part one
3161,"Ep 69 Season 5 The Block Auction Grand Finale, Part 2"
3162,"'He had a really generous, soft spot as well. They’re really lovely memories'"
3163,John took three days to call an ambulance
3164,Ep 32 Give Or Take A Million
3165,"Ep 27 Unwanted, Predator, The Missing"
3166,Geelong Family Day with Ben & Andy
3167,Ep 35 Brendan Fevola Cooking Challenge
3168,Ep 10 Damage Control
3169,Ep 1 Welcome to The Block!
3170,Ep 4 Video Games
3171,Exclusive and Unseen: Andy's auctioneer is keen for the boys' Vegas trip
3172,Exclusive and Unseen: Carleen - 'It was harder than giving birth'
3173,"Miranda Tapsell spills the beans on the Love Child cast’s clown, Andy Ryan"
3174,Special messages to the fans
3175,How did you spend the off season?
3176,Twitter talk with Miranda and Andy
3177,Using celebrity status
3178,The cast get real on who has influenced their life the most
3179,Have you ever lied to get an acting role?
3180,Whose body would you want to wake up in?
3181,Ep 40 Challenge Apartment Rooms Revealed
3182,Beau Knows: Sunday arvo footy
3183,The Courtyard by Marriott Bali Nusa Dua
3184,Family friendly fun by Marriott Bali Seminyak
3185,Ep 45 Terrace Week Continues
3186,Ep 4 Newlyweds Home Search on Oahu
3187,Ep 5 Single Mother Moves to Kauai
3188,Ep 10 The Hunted
3189,Ep 47 Kitchens Revealed
3190,Ep 38 Renovating Roller Coaster
3191,Ep 42 Living and Dining Room Reveal
3192,Ep 25 A Block Wedding & The Hotel Art Challenge
3193,Ep 8 Scott and Shelley Walk Around The Block
3194,'I got the phone call that said she had a few hours to live'
3195,Ep 7 Buy Ten Items
3196,Ep 10 Rose's Fairy Tale Collection
3197,Series Premiere
3198,Hugh goes into surgery to save his career
3199,Episode 21
3200,Penny discovers her new love interest is in high school
3201,Ep 8 Guest Bedrooms Revealed
3202,Ep 3 Battle of the Master Bathrooms
3203,Challenge Crawf
3204,The next big thing (2001)
3205,Trending now: Kanga-loo
3206,Ep 11 The Morning After
3207,The Blockheads describe their Block experience in one word
3208,"The judges walk through Chris and Kim's ‘underwhelming’ hallway, laundry and power room"
3209,The judges walk through Will and Karlie's wonderful ‘oasis’ courtyard
3210,An amazing underdog fairytale finish
3211,Ep 1 Let's Begin!
3212,Sydney Aquarium
3213,LA Burger tour
3214,Singapore shopping
3215,Ep 46 George vs. Keith
3216,Episode 34
3217,Ep 8 Puffdora's Box/Blue Ribbon Blues
3218,The boys petty exchange of insults almost ends in blows
3219,Keller's drunken antics fall on Bella
3220,Dave defends himself against a scolding
3221,Jess confronts Dave over his behaviour
3222,Episode 22
3223,Ep 33 Dining Rooms and Foyers Revealed
3224,Nusa Dua Watersports
3225,Atop Gold Coast's Q1
3226,Festive forecast
3227,Kate Ceberano’s year of success
3228,This is the most breathtaking house in Australia
3229,Ep 4 Party Houses
3230,Host Sam meets farmer Lachie
3231,Ep 12 Hoping For Historic
3232,Ep 12 Saving Ryan
3233,"Ep 36 My brilliant career, MH17, The long road ahead"
3234,Shelly Craft Challenge
3235,Ep 48 Terrace & Re-do Room Reveal
3236,Ep 8 Fused
3237,Ep 6 Above And Beyond
3238,Right Royal party
3239,Ep 5 Under The Radar
3240,Ep 40 Frog Prince
3241,Ep 5 Bedroom 2 Renovations Begin
3242,Ep 6 Bedroom 2 Renovations Continue
3243,Grand Final
3244,A man is desperately fighting for his life after going into cardiac arrest
3245,Simple surgery leads to excruciating pain
3246,"Ep 67 The Block Sky High Auction, Part 2"
3247,Ep 6 Birds
3248,Ep 2 Who Gets The Penthouse?
3249,Phillip Island Burrow Checks and Penguin Box Placement
3250,Ep 53 The Block UNLOCKED
3251,"Ep 10 Tough treatment, The write stuff, Out of this world"
3252,"Ep 15 Fighting back, Sister act, Mutiny on Norfolk"
3253,"Ep 25 The Killer Downstairs, What Happens In Vegas"
3254,Sixteen and counting
3255,Ep 41 Goldilocks And 3 Bears
3256,Trending now: Slippery slope
3257,Ep 10 Mad Mod
3258,Ep 1 The Dogs Of War
3259,Ep 7 Restoration Nation Challenge
3260,Ep 4 Property Values
3261,Emma Stone sweats all over Ryan Gosling
3262,Average Andy tries diving
3263,Kevin's plan to get free beer
3264, Meet the expat Doctor Joe Marwood
3265,Perplexing case of the lost memory
3266,What really happens in the emergency rooms on the weekend
3267,Bloody man stranded at a busy Sydney intersection
3268,The seven metre drop
3269,Teen missing teeth after strip club fall
3270,Brian needs a chest drain
3271,Adam's fancy lunch lands him in hospital
3272,"Ep 26 MH370: Special investigation, Mind boggling, The man who saw everything"
3273,Ep 68 Domestic Blitz : The Block to the rescue
3274,Ep 13 Happy in Holly
3275,Ep 11 A Gentlemen's Sport
3276,"‘I’m in love, I know it.’"
3277,Ep 7 The Thanksgiving Special
3278,Ep 54 Terraces Are Revealed
3279,Ep 10 Ho-Ho-House Hunt
3280,Ep 5 Newlyweds Want Big Island Home
3281,Ep 9 Guilt Trip
3282,What have you learnt from your character? Beer
3283,Ep 9 Moving the Family to Marrakesh
3284,Kevin comes clean
3285,Dee Dee not happy
3286,Worst anniversary ever
3287,Ep 34 Terraces and Tantrums
3288,Ep 2 Elimination Number One
3289,Ep 1 Preview Show
3290,Life from death
3291,Ep 4 Jake the Dad / Davey
3292,Blockheads celebrate after the auctions
3293,Dementia breakthrough
3294,Beau Knows: Newcastle
3295,Player Probe: Most romantic thing you've ever done
3296,Kevin's confession
3297,Kevin's new friend has one last chore up his sleeve
3298,Ep 29 Birds
3299,Ep 11 The Block Open House
3300,Ep 8 Scott & Shelley walk around The Block
3301,Episode 25
3302,Ep 1 Move into The Block
3303,Ep 5 Live Home Shopping
3304,Ep 39 Challenge Apartment Takes Shape
3305,Rarotonga: The ultimate tropical getaway
3306,"Sheraton Samui Resort, Thailand"
3307,Accessing veins via a bone drill
3308,"Julia and Sasha show you around their unfinished hallway, laundry and powder room"
3309,Carleen surprised by her sons
3310,Ep 41 Final Week Begins
3311,Ep 27 Suzi and Vonni Lag Behind
3312,Kevin distracts Chale in order to steal pie
3313,Ep 10 Grandma's House
3314,Le Meridien Bora Bora with Jennifer Hawkins
3315,Snorkelling in Kho Samui
3316,"The Vijitt Resort, Thailand"
3317,Ep 13 Red Reef
3318,Hugh risks his career to save a pig’s life
3319,Three young football stars stuck in boob-trapped mine field
3320,Ep 43 Go Karting and Paint Partying
3321,Ep 10 Driving into Dublin
3322,Season 2 Grand Finale Auction
3323,Ep 12 Bathroom Reveals
3324,The judges walk through Will and Karlie's 'glamorous' main bathroom
3325,Ep 31 The Buyers Vote
3326,Ep 2 Charity Make-over Challenge
3327,Ep 6 Shoes of the Fisherman
3328,Episode 35
3329,Cow Milking Competition at Churchill Island
3330,"Plitvice Lakes, Croatia"
3331,"Ep 30 Back to the future, Being Barbra, Keep Out!"
3332,Ep 49 The Blockheads Unite
3333,Brodie explores the Mornington Peninsula
3334,Ep 7 Meet Our New Blockheads!
3335,How to install a towel rail
3336,Ep 44 Elephant
3337,Ep 9 Shadow Line
3338,Ep 13 Repo Roulette
3339,Ep 44 Team Work Proves Difficult
3340,Ep 9 Holiday Spirit
3341,Country music royalty: Kasey Chambers
3342,Best viral videos of 2016
3343,Ep 11 This Is Just Way Too Mystic
3344,Discover Melbourne's hidden gems
3345,Ella Hooper's favourite Melbourne spots
3346,Deborah Conway’s favourite Melbourne haunts
3347,"Ep 7 Pure evil, Breaking point"
3348,Ep 21 The vault
3349,"Ep 22 Great white hope, Not so great Britain, Election 2016"
3350,Ep 3 The safe opens
3351,The Big Wave surfing awards
3352,Ep 7 Big Fish
3353,Catherine's Palace
3354,Fiji Zip Line
3355,Sheraton Fiji Resort
3356,Mandalay: The European mansion in Airlie Beach
3357,Ep 1 Welcome to The Block
3358,60 Minutes timeless: Katharine the great
3359,Ep 26 Martian Invasion
3360,"Ep 12 Sargent, Beachfront and Center"
3361,Player Probe: What kind of room has no windows or doors?
3362,Explore Kakadu wilderness from the air
3363,Ep 19 Roger Rogerson
3364,"‘The rug is terrible, I hate the linen’: Dani doesn’t let up in final tour"
3365,"‘That's a load of crap… I don't see how it won, but it won,’: Dan and Dani's living and dining room"
3366,Ep 32 Kitchen Build Continues
3367,Jason immerses himself in the Rio Carnival experience
3368,"Amy Schumer talks Kate Hudson, lesbian bars and stuffed animals"
3369,Clare and Lachlan's first fight
3370,Ep 7 Saints
3371,Sofitel Nusa Dua
3372,Toughest moments in NRL history
3373,Hyde & Seek’s cast discuss the importance of humour in the show
3374,Ep 7 Going Big
3375,Ep 3 Elimination Challenge Two
3376,Episode 32
3377,Ep 3 Bathroom Ideas Aplenty
3378,Inside out house on Sydney's Northern Beaches
3379,Meet Will Wahl
3380,Ep 4 Heaven Born Captains
3381,Julia and Sasha add $20k value to their apartment
3382,Andy's golf game leaves everyone ducking for cover
3383,Chris and Kim hope biggest Block bedroom ever will bag them their first win
3384,Exclusive and Unseen: Kim calls out 'ruthless' Block couple for stealing their city views
3385,Winners of The Block
3386,Ep 4 Bedroom Room Reveal
3387,Ep 43 Birthday Bash
3388,Keno Merv
3389,Addicted to Pepsi
3390,Elimination Night 1
3391,"Good Call, Bad Call: Caro and The Age owe Hutchy an apology"
3392,What lies ahead for Nat Fyfe in 2017?
3393,Episode 40
3394,Kevin's reaction to pineapple on pizza is priceless
3395,Ep 40 Living & Dining Room Reveal
3396,Ep 9 Growing Pains
3397,Drew House: The fallen log in Agnes Waters
3398,The Block's eight week transformation
3399,Closing Cook: Lloydy's bringing sexy back
3400,Caro's Arrow: The father-son rule
3401,Shalom Brune-Franklin discusses Aoife and Hugh's relationship
3402,Awkward Christmas photos
3403,Five little heroes
3404,Ep 48 Study And Stairs
3405,Ep 6 Off The Grid
3406,Ep 9 Love Thy Neighbour Challenge
3407,Ep 10 Sales Partners
3408,Ep 55 Block's Biggest Bust Up
3409,Elimination Night 2
3410,Sunburnt country (2005)
